Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Ascot Vale,10 Fenton St,2,house,1053000,property sold,Nelson,6/8/2016,5.9,3032,2,1,1.0,269,109.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,10 McCully St,3,house,1377000,property sold,Nelson,6/8/2016,5.9,3032,3,1,1.0,417,168.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,120 Epsom Rd,3,house,970000,property sold,Brad,7/5/2016,5.9,3032,3,1,2.0,350,125.0,1904.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,63 Kent St,2,house,751000,property passed in,Nelson,7/5/2016,5.9,3032,2,1,1.0,118,79.0,1890.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,4 The Parade,2,house,950000,property sold prior,Raine,7/5/2016,5.9,3032,2,1,1.0,173,102.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,1/17 Epsom Rd,2,unit,685000,property sold,Brad,7/11/2016,5.9,3032,2,1,2.0,228,90.0,1995.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,41 Monash St,3,house,1230000,property sold,Nelson,8/10/2016,5.9,3032,4,1,2.0,594,148.0,1960.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,51 Francis St,2,house,770000,property passed in,Nelson,10/9/2016,5.9,3032,2,1,1.0,226,87.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,12 Mirams St,4,house,890000,property sold prior,Raine,10/12/2016,5.9,3032,4,1,1.0,300,185.0,1890.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,78 The Parade,3,house,1440000,property sold,Nelson,11/2/2017,5.9,3032,3,1,1.0,487,131.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,26 Newsom St,3,house,1000000,property passed in,Brad,12/11/2016,5.9,3032,3,2,2.0,440,120.0,1955.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,8 Pentland St,3,house,1435000,property sold,Nelson,12/11/2016,5.9,3032,3,2,2.0,532,147.0,1950.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,8/129 The Parade,1,unit,390000,property sold,Alexkarbon,12/11/2016,5.9,3032,1,1,1.0,0,58.0,1972.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,52 Monash St,3,house,1425000,property passed in,Jellis,13/08/2016,5.9,3032,3,2,2.0,495,139.0,1920.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,58 Fenton St,4,house,1340000,property sold,Nelson,14/05/2016,5.9,3032,3,2,2.0,683,232.0,1978.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,70 Munro St,3,house,955000,property sold,Brad,14/05/2016,5.9,3032,3,1,1.0,263,117.0,1910.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,125 Epsom Rd,4,house,1100000,vendor bid,Nelson,15/10/2016,5.9,3032,4,2,5.0,559,195.0,1920.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,3/28 Ormond Rd,2,unit,432000,property sold,Biggin,15/10/2016,5.9,3032,2,1,1.0,0,62.0,1978.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,7 Angler Pde,4,house,1640000,property sold,Raine,16/04/2016,5.9,3032,4,3,2.0,562,204.0,1890.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,26 Ayr St,6,house,1430000,property sold,Nelson,16/04/2016,5.9,3032,4,2,1.0,461,286.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,2/127 Epsom Rd,2,unit,610000,property sold prior,Brad,16/04/2016,5.9,3032,2,1,1.0,301,104.0,1995.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,57 The Parade,3,house,940000,property sold,Nelson,16/04/2016,5.9,3032,3,3,1.0,491,127.0,1950.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,62 Mirams St,3,house,890000,property sold prior,Brad,16/07/2016,5.9,3032,3,1,1.0,242,110.0,1920.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,67 Hurtle St,3,house,1180000,property sold prior,Brad,17/09/2016,5.9,3032,3,2,2.0,617,149.0,1930.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,95 Walter St,4,house,1480000,property sold,Raine,17/09/2016,5.9,3032,4,2,2.0,597,180.0,1939.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,3/8 Walter St,2,townhouse,865000,property sold prior,Nelson,18/03/2017,5.9,3032,2,2,1.0,146,132.0,2015.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,12/9 Milton St,2,unit,442000,property sold,Alexkarbon,18/06/2016,5.9,3032,2,1,1.0,0,62.0,1975.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,21A Geddes St,3,house,1037500,property sold,Alexkarbon,19/11/2016,5.9,3032,3,1,2.0,506,110.0,1920.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,1/20 Newsom St,3,townhouse,1050000,property sold,Jellis,19/11/2016,5.9,3032,3,2,2.0,318,160.0,2013.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,4/27 Roseberry St,2,unit,440000,property sold,McDonald,19/11/2016,5.9,3032,2,1,1.0,0,65.0,1970.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,43 Bloomfield Rd,4,house,1430000,property sold,Nelson,22/05/2016,5.9,3032,4,2,0.0,418,158.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,21 Middle St,3,house,1130000,property sold,Nelson,23/04/2016,5.9,3032,3,2,1.0,272,157.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,78 Francis St,3,house,1135000,property sold,Brad,24/09/2016,5.9,3032,3,1,1.0,296,104.0,1910.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,25 Geddes St,4,house,950000,property passed in,Nelson,24/09/2016,5.9,3032,4,2,1.0,298,147.0,1920.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,18/54 Epsom Rd,2,unit,390000,property passed in,Jellis,25/02/2017,5.9,3032,2,1,1.0,1957,69.0,2012.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,15 Mirams St,4,house,1345000,property sold,Jellis,25/02/2017,5.9,3032,4,1,1.0,552,155.0,1920.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,44 Walter St,3,house,1381500,property sold,Barry,25/02/2017,5.9,3032,3,2,2.0,416,168.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,25 Dalgety Dr,3,house,940000,property sold,Jellis,26/07/2016,5.9,3032,3,2,2.0,285,172.0,2011.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,7 Dalgety Dr,3,house,995000,property sold,Nelson,26/07/2016,5.9,3032,3,2,1.0,314,177.0,2010.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,6 Waller Ct,3,house,786000,property sold,Brad,26/07/2016,5.9,3032,3,2,1.0,576,120.0,1940.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,17 Ascot St,2,house,705000,property passed in,Nelson,27/06/2016,5.9,3032,2,1,3.0,252,108.0,1910.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,73 Kent St,2,house,760000,property passed in,Nelson,27/06/2016,5.9,3032,2,1,1.0,124,77.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,1 East St,3,townhouse,1000000,property sold,Nelson,27/11/2016,5.9,3032,3,2,2.0,200,144.0,2003.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,1 Bloomfield Rd,3,house,1305000,property sold,Barry,28/05/2016,5.9,3032,2,1,1.0,278,166.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,58 Bloomfield Rd,3,house,1215000,property sold,Stockdale,28/08/2016,5.9,3032,3,1,1.0,452,175.0,1960.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,1/91 Epsom Rd,2,unit,545000,property sold,Nelson,28/08/2016,5.9,3032,2,1,2.0,194,71.0,1900.0,Moonee Valley,Western Metropolitan,6567
Ascot Vale,5 Doncaster St,4,house,1705000,property sold,Jellis,30/07/2016,5.9,3032,4,2,4.0,598,273.0,2012.0,Moonee Valley,Western Metropolitan,6567
Ashburton,61 Dent St,4,house,2650000,property sold,Marshall,3/9/2016,11.0,3147,4,3,2.0,753,399.0,2015.0,Boroondara,Southern Metropolitan,3052
Ashburton,69 Albion Rd,3,house,1670000,property sold,Jellis,3/12/2016,11.0,3147,3,2,2.0,599,220.0,1930.0,Boroondara,Southern Metropolitan,3052
Ashburton,3/39 Solway St,3,townhouse,2050000,property sold,Fletchers,3/12/2016,11.0,3147,3,3,4.0,310,315.0,2014.0,Boroondara,Southern Metropolitan,3052
Ashburton,3 Dunlop St,3,house,1555000,property sold,Jellis,4/6/2016,11.0,3147,3,2,2.0,731,149.0,1935.0,Boroondara,Southern Metropolitan,3052
Ashburton,16a Nicholas St,3,house,1100000,property passed in,Marshall,8/10/2016,11.0,3147,3,3,2.0,276,178.0,2004.0,Boroondara,Southern Metropolitan,3052
Ashburton,5 Nicholas St,3,house,1337000,property sold,Buxton,8/10/2016,11.0,3147,3,1,2.0,583,112.0,1950.0,Boroondara,Southern Metropolitan,3052
Ashburton,115 Ashburn Gr,8,house,2950000,property sold,hockingstuart,10/9/2016,11.0,3147,9,7,4.0,1472,618.0,2009.0,Boroondara,Southern Metropolitan,3052
Ashburton,1/1 Nairn St,3,house,1518000,property sold,Jellis,10/9/2016,11.0,3147,3,2,2.0,516,145.0,1920.0,Boroondara,Southern Metropolitan,3052
Ashburton,9 Gona Ct,3,house,1710000,property sold,hockingstuart,10/12/2016,11.0,3147,3,1,2.0,806,101.0,1950.0,Boroondara,Southern Metropolitan,3052
Ashburton,45 Yuile St,3,house,1655000,property sold,Jellis,10/12/2016,11.0,3147,3,1,3.0,780,152.0,1940.0,Boroondara,Southern Metropolitan,3052
Ashburton,47 Yuile St,4,house,1550000,vendor bid,Marshall,12/11/2016,11.0,3147,4,2,2.0,780,180.0,1938.0,Boroondara,Southern Metropolitan,3052
Ashburton,6a Glen Rd,3,house,1662000,property sold,Jellis,14/05/2016,11.0,3147,3,2,2.0,351,228.0,2006.0,Boroondara,Southern Metropolitan,3052
Ashburton,18 Glen Rd,3,house,1665000,property sold,Jellis,15/10/2016,11.0,3147,3,2,3.0,702,145.0,1945.0,Boroondara,Southern Metropolitan,3052
Ashburton,29A Yuile St,5,house,3510000,property sold,Jellis,18/03/2017,11.0,3147,5,5,2.0,755,444.0,2015.0,Boroondara,Southern Metropolitan,3052
Ashburton,2/17 Ashburn Gr,3,townhouse,900000,property sold,Jellis,19/11/2016,11.0,3147,3,2,2.0,153,110.0,1990.0,Boroondara,Southern Metropolitan,3052
Ashburton,15 Comas Gr,5,house,2752000,property sold,Jellis,22/08/2016,11.0,3147,6,4,2.0,1075,390.0,2010.0,Boroondara,Southern Metropolitan,3052
Ashburton,3 Mustang Ct,3,house,1500000,vendor bid,Jellis,22/08/2016,11.0,3147,3,2,2.0,710,139.0,1945.0,Boroondara,Southern Metropolitan,3052
Ashburton,63 Dent St,4,house,1800000,property sold,Jellis,25/02/2017,11.0,3147,4,2,4.0,749,206.0,1950.0,Boroondara,Southern Metropolitan,3052
Ashburton,4 Vears Rd,3,house,1830000,property sold,Jellis,25/02/2017,11.0,3147,3,2,3.0,724,168.0,1940.0,Boroondara,Southern Metropolitan,3052
Ashburton,14 Lucerne St,3,house,1415000,property sold,Buxton,27/06/2016,11.0,3147,3,1,1.0,605,111.0,1950.0,Boroondara,Southern Metropolitan,3052
Ashburton,5 Pitt St,2,house,1440000,property passed in,Jellis,27/06/2016,11.0,3147,2,1,1.0,687,104.0,1940.0,Boroondara,Southern Metropolitan,3052
Ashburton,1/65 Ashburn Gr,4,townhouse,1250000,vendor bid,Noel,27/11/2016,11.0,3147,4,2,2.0,321,199.0,2007.0,Boroondara,Southern Metropolitan,3052
Ashburton,48 Nicholas St,5,house,1600000,property sold,Marshall,27/11/2016,11.0,3147,5,3,4.0,700,266.0,1950.0,Boroondara,Southern Metropolitan,3052
Ashburton,5 Taylor St,4,house,1860000,property sold,Jellis,27/11/2016,11.0,3147,4,2,3.0,696,274.0,2000.0,Boroondara,Southern Metropolitan,3052
Ashburton,33 Highgate Gr,4,house,1790000,property passed in,hockingstuart,28/05/2016,11.0,3147,4,2,2.0,514,240.0,1935.0,Boroondara,Southern Metropolitan,3052
Ashburton,9 Pitt St,4,house,1950000,property sold,Tim,28/05/2016,11.0,3147,4,2,2.0,844,278.0,1940.0,Boroondara,Southern Metropolitan,3052
Ashburton,19 Poulter St,3,house,1650000,property sold,Marshall,28/08/2016,11.0,3147,3,1,1.0,697,164.0,1947.0,Boroondara,Southern Metropolitan,3052
Ashwood,1/53 Winbirra Pde,4,house,1200000,property sold prior,Purplebricks,4/3/2017,12.2,3147,4,3,2.0,372,201.0,2016.0,Monash,Southern Metropolitan,2894
Ashwood,18 Montrose St,2,house,1075000,vendor bid,Jellis,4/6/2016,12.2,3147,2,1,2.0,695,114.0,1950.0,Monash,Southern Metropolitan,2894
Ashwood,4 Scenic Dr,4,house,1500000,property sold,Fletchers,6/8/2016,12.2,3147,2,2,2.0,621,203.0,2000.0,Monash,Southern Metropolitan,2894
Ashwood,1/7 Farmer St,2,townhouse,700000,property sold,hockingstuart,7/11/2016,12.2,3147,2,1,2.0,367,110.0,1970.0,Monash,Southern Metropolitan,2894
Ashwood,1/136 High Street Rd,3,house,761000,property passed in,Fletchers,7/11/2016,12.2,3147,3,2,4.0,400,94.0,1950.0,Monash,Southern Metropolitan,2894
Ashwood,35 Douglas St,3,house,1365000,property sold,Fletchers,10/9/2016,12.2,3147,3,1,1.0,792,792.0,1950.0,Monash,Southern Metropolitan,2894
Ashwood,95 Huntingdale Rd,4,house,1100000,vendor bid,Tim,10/12/2016,12.2,3147,3,2,2.0,803,152.0,1970.0,Monash,Southern Metropolitan,2894
Ashwood,1/7 Murra Ct,2,unit,690000,property sold,Ray,14/05/2016,12.2,3147,2,1,1.0,216,90.0,2003.0,Monash,Southern Metropolitan,2894
Ashwood,58 Ashwood Dr,3,house,1631000,property sold,Jellis,15/10/2016,12.2,3147,3,2,3.0,782,215.0,1950.0,Monash,Southern Metropolitan,2894
Ashwood,3 Harold St,4,house,1500000,property sold,Buxton,15/10/2016,12.2,3147,4,2,1.0,593,255.0,1930.0,Monash,Southern Metropolitan,2894
Ashwood,16 Scenic Dr,5,house,1529500,property sold,Buxton,17/09/2016,12.2,3147,5,3,2.0,585,317.0,2000.0,Monash,Southern Metropolitan,2894
Ashwood,4/36 Queens Pde,2,unit,600000,property sold,Noel,18/03/2017,12.2,3147,2,1,1.0,153,80.0,1970.0,Monash,Southern Metropolitan,2894
Ashwood,17 Parkhill Dr,4,house,1240000,property sold,Tim,19/11/2016,12.2,3147,4,2,2.0,766,192.0,1950.0,Monash,Southern Metropolitan,2894
Ashwood,2/6 Murra Ct,2,unit,700000,property sold,hockingstuart,22/08/2016,12.2,3147,2,1,2.0,192,88.0,2007.0,Monash,Southern Metropolitan,2894
Ashwood,4 Teck St,2,house,1110000,property sold,Fletchers,24/09/2016,12.2,3147,2,1,1.0,586,86.0,1950.0,Monash,Southern Metropolitan,2894
Ashwood,14 Ashwood Dr,3,house,1305000,property sold,Jellis,25/02/2017,12.2,3147,3,1,1.0,760,120.0,1960.0,Monash,Southern Metropolitan,2894
Ashwood,1/2 Condah Ct,3,house,855000,property sold,Noel,25/02/2017,12.2,3147,3,2,1.0,320,85.0,1958.0,Monash,Southern Metropolitan,2894
Ashwood,1/16 Raymond St,3,townhouse,900500,property sold,Jellis,27/11/2016,12.2,3147,3,2,2.0,256,134.0,2012.0,Monash,Southern Metropolitan,2894
Ashwood,4 Newbury Ct,3,house,1200000,vendor bid,Buxton,28/05/2016,12.2,3147,3,2,2.0,839,198.0,1970.0,Monash,Southern Metropolitan,2894
Ashwood,2/53 Salisbury Rd,3,townhouse,830000,property sold,Barry,28/08/2016,12.2,3147,2,1,2.0,212,130.0,2012.0,Monash,Southern Metropolitan,2894
Avondale Heights,8 Norma Ct,3,house,850000,property sold,Moonee,3/9/2016,10.5,3034,3,1,1.0,593,118.0,1970.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,9 Rogerson St,3,house,750000,property sold prior,Moonee,3/9/2016,10.5,3034,3,1,1.0,0,103.0,1980.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,157 Canning St,3,townhouse,851000,property sold,Nelson,3/12/2016,10.5,3034,3,3,1.0,557,181.0,2017.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,2 Arbor Tce,4,house,1155000,property sold,Nelson,4/6/2016,10.5,3034,3,2,2.0,569,225.0,2008.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,68 Thompson St,3,house,680000,property sold,Nelson,6/8/2016,10.5,3034,3,1,2.0,570,120.0,1970.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,97 Military Rd,3,house,627500,property sold prior,Moonee,8/10/2016,10.5,3034,3,1,1.0,550,143.0,1970.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,3 Clive Ct,4,house,950000,property sold,Moonee,10/12/2016,10.5,3034,4,3,3.0,761,281.0,1970.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,8 Herbert St,3,house,705000,property sold,Nelson,22/05/2016,10.5,3034,3,1,1.0,581,106.0,1960.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,2 Hillman Ct,4,house,1100000,vendor bid,Brad,22/05/2016,10.5,3034,4,3,2.0,873,395.0,1992.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,20 Westminster Dr,3,house,892500,property sold,Nelson,22/05/2016,10.5,3034,3,1,1.0,586,118.0,1965.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,1/24 Bordeaux St,2,house,522500,property sold,Nelson,24/09/2016,10.5,3034,2,1,1.0,220,101.0,1995.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,72 Military Rd,4,house,680000,property passed in,Nelson,24/09/2016,10.5,3034,4,2,2.0,554,140.0,1960.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,2 Drake Ct,3,house,875000,property sold,Edward,25/02/2017,10.5,3034,3,1,3.0,812,117.0,1960.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,109 North Rd,4,house,762000,property sold,Nelson,26/07/2016,10.5,3034,4,2,2.0,589,150.0,1961.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,2/4 Carmyle Ct,2,unit,411000,property passed in,Barry,27/11/2016,10.5,3034,2,1,1.0,0,85.0,1995.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,10 Skewes St,3,house,805000,property sold,Nelson,27/11/2016,10.5,3034,3,2,2.0,593,103.0,1970.0,Moonee Valley,Western Metropolitan,4502
Avondale Heights,43 Skewes St,3,house,634000,property sold,Nelson,28/05/2016,10.5,3034,4,2,1.0,582,153.0,1950.0,Moonee Valley,Western Metropolitan,4502
Balaclava,18 Linton St,4,house,1819000,property sold,Gary,3/9/2016,6.6,3183,3,2,1.0,244,180.0,1900.0,Port Phillip,Southern Metropolitan,2952
Balaclava,7/72 Grosvenor St,2,unit,410000,property passed in,hockingstuart,3/12/2016,6.6,3183,2,1,2.0,0,61.0,1965.0,Port Phillip,Southern Metropolitan,2952
Balaclava,1/34 Gourlay St,2,townhouse,1015000,property sold,Gary,7/11/2016,6.6,3183,2,1,2.0,114,120.0,2000.0,Port Phillip,Southern Metropolitan,2952
Balaclava,4/9 Gourlay St,2,unit,502500,property sold,Buxton,15/10/2016,6.6,3183,2,1,1.0,0,65.0,1960.0,Port Phillip,Southern Metropolitan,2952
Balaclava,1/22 Sycamore Gr,2,unit,520000,property sold,Gary,15/10/2016,6.6,3183,2,1,0.0,0,58.0,1970.0,Port Phillip,Southern Metropolitan,2952
Balaclava,6/23 Gourlay St,2,unit,442000,property sold prior,Buxton,17/09/2016,6.6,3183,2,1,1.0,0,61.0,1960.0,Port Phillip,Southern Metropolitan,2952
Balaclava,6 Blenheim St,3,house,1193000,property sold,McGrath,18/06/2016,6.6,3183,3,1,1.0,178,100.0,1920.0,Port Phillip,Southern Metropolitan,2952
Balaclava,3/20 Orange Gr,2,unit,416000,property sold,Chisholm,18/06/2016,6.6,3183,2,1,1.0,0,49.0,1960.0,Port Phillip,Southern Metropolitan,2952
Balaclava,2/19 Camden St,2,unit,474000,property sold,hockingstuart,22/05/2016,6.6,3183,2,1,1.0,0,59.0,1970.0,Port Phillip,Southern Metropolitan,2952
Balaclava,1/17 Albion St,2,house,981000,property sold,Buxton,25/02/2017,6.6,3183,2,1,0.0,159,84.0,1930.0,Port Phillip,Southern Metropolitan,2952
Balaclava,10 Grosvenor St,3,house,1690000,property sold,McGrath,25/02/2017,6.6,3183,3,2,2.0,339,159.0,1890.0,Port Phillip,Southern Metropolitan,2952
Balaclava,3/33 Gourlay St,2,unit,540000,vendor bid,McGrath,27/06/2016,6.6,3183,2,1,1.0,483,51.0,1970.0,Port Phillip,Southern Metropolitan,2952
Balwyn,166 Gordon St,2,house,2100000,property sold,Marshall,3/9/2016,9.7,3103,2,1,1.0,659,123.0,1920.0,Boroondara,Southern Metropolitan,5682
Balwyn,36 Narrak Rd,4,house,1800000,vendor bid,Marshall,3/9/2016,9.7,3103,4,2,2.0,715,218.0,1985.0,Boroondara,Southern Metropolitan,5682
Balwyn,2/16 Westminster St,2,townhouse,1255000,property sold,Noel,3/9/2016,9.7,3103,2,1,1.0,208,129.0,2000.0,Boroondara,Southern Metropolitan,5682
Balwyn,2/74 Balwyn Rd,3,unit,1070000,sold after auction,Philip,3/12/2016,9.7,3103,3,2,2.0,206,112.0,1998.0,Boroondara,Southern Metropolitan,5682
Balwyn,112 Belmore Rd,5,house,2570000,property passed in,RT,3/12/2016,9.7,3103,5,3,2.0,715,420.0,2009.0,Boroondara,Southern Metropolitan,5682
Balwyn,27 Bevan St,4,house,2400000,vendor bid,RW,3/12/2016,9.7,3103,4,2,2.0,744,226.0,1985.0,Boroondara,Southern Metropolitan,5682
Balwyn,5/14 Parring Rd,2,unit,806000,property sold,Noel,3/12/2016,9.7,3103,2,1,1.0,122,97.0,1977.0,Boroondara,Southern Metropolitan,5682
Balwyn,349 Union Rd,6,house,4000000,vendor bid,Jellis,3/12/2016,9.7,3103,6,4,7.0,2051,449.0,1935.0,Boroondara,Southern Metropolitan,5682
Balwyn,22 Yongala St,5,house,2250000,property passed in,Noel,3/12/2016,9.7,3103,5,3,2.0,600,356.0,2006.0,Boroondara,Southern Metropolitan,5682
Balwyn,40 Metung St,5,house,2800000,vendor bid,Marshall,4/6/2016,9.7,3103,5,3,2.0,678,349.0,2001.0,Boroondara,Southern Metropolitan,5682
Balwyn,142 Balwyn Rd,2,house,1850000,vendor bid,Fletchers,6/8/2016,9.7,3103,3,1,1.0,1015,166.0,1930.0,Boroondara,Southern Metropolitan,5682
Balwyn,4/3 King St,3,house,700000,vendor bid,Marshall,7/5/2016,9.7,3103,3,1,1.0,188,110.0,1970.0,Boroondara,Southern Metropolitan,5682
Balwyn,3/18 Weir St,2,house,500000,property sold,Marshall,7/5/2016,9.7,3103,2,1,1.0,0,72.0,1960.0,Boroondara,Southern Metropolitan,5682
Balwyn,3 Westminster St,3,house,2125000,property sold prior,Jellis,7/5/2016,9.7,3103,3,2,2.0,699,252.0,1985.0,Boroondara,Southern Metropolitan,5682
Balwyn,13 Naroo St,4,house,1800000,property passed in,Jellis,8/10/2016,9.7,3103,3,2,2.0,577,200.0,1948.0,Boroondara,Southern Metropolitan,5682
Balwyn,101/201 Whitehorse Rd,2,unit,635000,property sold,Fletchers,8/10/2016,9.7,3103,2,1,1.0,0,70.0,2014.0,Boroondara,Southern Metropolitan,5682
Balwyn,1/252 Union Rd,2,unit,526000,property sold,hockingstuart,10/9/2016,9.7,3103,2,1,1.0,0,73.0,1960.0,Boroondara,Southern Metropolitan,5682
Balwyn,1/18 Belmore Rd,3,house,905000,property sold,Kay,10/12/2016,9.7,3103,3,1,2.0,281,150.0,1995.0,Boroondara,Southern Metropolitan,5682
Balwyn,316 Belmore Rd,4,house,1750000,property passed in,Ascend,10/12/2016,9.7,3103,4,3,2.0,453,308.0,2016.0,Boroondara,Southern Metropolitan,5682
Balwyn,11/22 Brenbeal St,2,townhouse,760000,property sold,Christopher,10/12/2016,9.7,3103,2,1,1.0,121,100.0,1960.0,Boroondara,Southern Metropolitan,5682
Balwyn,3/3 Iramoo St,3,townhouse,1367000,property sold,Jellis,10/12/2016,9.7,3103,3,2,2.0,219,164.0,2003.0,Boroondara,Southern Metropolitan,5682
Balwyn,2/8 Evelina St,4,townhouse,1400000,property passed in,Noel,12/11/2016,9.7,3103,4,3,2.0,241,240.0,2009.0,Boroondara,Southern Metropolitan,5682
Balwyn,5 Millah Rd,4,house,3270000,property sold,Fletchers,12/11/2016,9.7,3103,4,2,4.0,935,241.0,1927.0,Boroondara,Southern Metropolitan,5682
